PlanId,min,q1,median,q3,max,mean,sd,count_non_missing
10046HI0020003,56.12,66.31,66.31,66.31,79.57,65.9158695652174,2.83786349690275,46
10046HI0020004,51.59,55.12,55.12,55.12,66.14,54.9976086956522,2.02240691013083,46
10046HI0020005,46.59,52.45,52.45,52.45,62.94,52.1854347826087,2.09553992673513,46
10046HI0020006,35.3,37.71,37.71,37.71,46.59,37.805,1.91097037595505,46
10064IN0050001,33.32,33.32,36.19,36.19,38.84,35.3152941176471,1.67382091950968,17
10064IN0050002,33.32,33.32,36.19,36.19,38.84,35.3152941176471,1.67382091950968,17
10091OR0360004,149,287,332,525,771,407.335403726708,163.950545088704,322
10091OR0360005,188,361,417,659,969,511.459627329193,205.86772493964,322
10091OR0360009,228,439,508,802.75,1181,623.037267080745,250.784722022663,322
10091OR0370003,129,249,287.5,454.75,669,352.711180124224,141.963030374092,322
10091OR0380003,145,278,321.5,508,747,394.347826086957,158.725247472765,322
10091OR0380011,134,258,298.5,471.75,693,365.916149068323,147.314133762881,322
10091OR0390003,148,285,329,520,765,403.729813664596,162.475049546688,322
10091OR0390012,137,264,305.5,482.75,710,374.599378881988,150.764896298838,322
10091OR0470002,38,38,38,38,38,38,0,7
10091OR0480001,21,24,29,33,35,28.6304347826087,4.86804755911336,322
10091OR0490001,40,46,54,60,64,53.0217391304348,8.45859400505349,322
10191NJ0030001,188.06,345.0275,397.15,625.2675,888.48,487.949782608696,197.622025880935,46
10191NJ0030002,192.57,353.3,406.67,640.2575,909.78,499.647391304348,202.360188469689,46
10191NJ0050001,196.41,360.335,414.77,653.0125,927.9,509.599130434783,206.389956472112,46
10191NJ0050002,264.56,485.37,558.7,879.615,1249.89,686.433913043478,278.00975593176,46
10191NJ0050003,323.66,593.8,683.505,1076.105,1529.1,839.775217391304,340.114044499058,46
10191NJ0070001,188.07,345.0375,397.165,625.2875,888.51,487.966304347826,197.629001238389,46
10191NJ0070002,192.56,353.2875,406.66,640.2375,909.75,499.630217391304,202.353199711013,46
10191NJ0070003,270.91,497.02,572.11,900.7275,1279.89,702.909782608696,284.682578614531,46
10191NJ0100001,198.25,372.8975,414.255,558.58,692.43,460.867454710145,115.264752825893,1104
10191NJ0100002,219.67,413.1975,459.01,618.9375,767.24,510.660942028986,127.718518615346,1104
10191NJ0100003,245.18,461.18,512.315,690.815,856.35,569.967255434783,142.551762470637,1104
10191NJ0120001,216.2,406.66,451.755,609.1575,755.12,502.594827898551,125.701564068304,1104
10191NJ0120002,245.13,461.0825,512.215,690.6725,856.17,569.851394927536,142.521896913334,1104
10191NJ0120003,298.07,560.6525,622.82,839.8225,1041.06,692.910326086957,173.299925527234,1104
10191NJ0140001,197.86,372.1575,413.43,557.4775,691.06,459.954574275362,115.036684712908,1104
10191NJ0140002,221.35,416.36,462.53,623.6825,773.13,514.578913043478,128.698983863873,1104
10191NJ0140003,244.32,459.57,510.53,688.4025,853.35,567.975054347826,142.052789342927,1104
10191NJ0150001,148.69,272.785,313.995,494.35,702.45,385.782173913043,156.243318263008,46
10191NJ0180001,159.18,292.0425,336.16,529.2475,752.04,413.017173913043,167.274676713523,46
10191NJ0190001,172.33,316.1675,363.935,572.975,814.17,447.138695652174,181.093420416814,46
10191NJ0190002,184.49,338.465,389.6,613.38,871.59,478.67347826087,193.865130681873,46
10191NJ0190004,319.23,585.6675,674.145,1061.37,1508.16,828.275217391304,335.455827241012,46
10191NJ0210001,174.73,328.6625,365.105,492.315,610.29,406.192934782609,101.590935708034,1104
10191NJ0220001,182.72,343.69,381.8,514.8275,638.19,424.765344202899,106.235810580733,1104
10191NJ0220002,219.73,413.3,459.13,619.1,767.44,510.794538043478,127.751874948369,1104
10191NJ0220004,285.01,536.0875,595.535,803.025,995.45,662.551367753623,165.706676727552,1104
10191NJ0290001,179.5,329.3075,379.06,596.7875,848.01,465.723695652174,188.620452435969,46
10191NJ0290002,192.01,352.275,405.49,638.4,907.14,498.197826086957,201.773239398567,46
10191NJ0290003,270.54,496.3475,571.335,899.5,1278.15,701.954782608696,284.295376323359,46
10191NJ0290004,334.21,613.16,705.795,1111.19,1578.96,867.157391304348,351.204176888821,46
10191NJ0300001,191.34,359.9175,399.825,539.125,668.32,444.816077898551,111.24969421461,1104
10191NJ0300002,217.74,409.56,454.985,613.5,760.51,506.180235507246,126.597667866682,1104
10191NJ0300003,249.58,469.45,521.51,703.205,871.7,580.190760869565,145.107965499069,1104
10191NJ0300004,297.49,559.565,621.615,838.1925,1039.04,691.56597826087,172.963128366137,1104
10207VA0380001,195.52,358.7075,412.895,650.0575,923.7,507.292826086957,205.455907977714,46
10207VA0380002,232.89,427.2725,491.825,774.32,1100.28,604.26847826087,244.732987341691,46
10207VA0380003,225.65,413.9825,476.525,750.23,1066.05,585.470434782609,237.11812949064,46
10207VA0380004,98.23,180.2275,207.455,326.6075,464.1,254.881956521739,103.228326659768,46
10207VA0380009,110.04,201.88,232.38,365.855,519.87,285.509782608696,115.633228221133,46
10207VA0380011,176.9,324.56,373.59,588.1725,835.77,459.001086956522,185.898455617615,46
10207VA0380013,106.93,196.1725,225.815,355.5125,505.17,277.437391304348,112.36389029369,46
10207VA0400001,143.14,262.6125,302.285,475.9175,676.26,371.398695652174,150.419156102889,46
10207VA0400002,195.57,358.7975,413,650.225,923.94,507.423913043478,205.509956757745,46
10207VA0400005,237.4,435.545,501.345,789.31,1121.58,615.967173913043,249.470384327038,46
10207VA0430003,196.59,366.3,423.83,672.4975,968.25,520.843423913043,209.390437265572,184
10207VA0430006,163.19,304.065,351.815,558.2375,803.73,432.347608695652,173.812698048772,184
10207VA0440004,258.66,481.9475,557.635,884.805,1273.92,685.281086956522,275.497702184963,184
10207VA0560004,110.74,206.3425,238.76,378.8425,545.43,293.406358695652,117.955029729898,184
11083MI0100001,17.96,1031,1042.5,1054,1065,1020.80675611413,149.45578736037,2944
11083MI0120001,21.88,24.23,26.21,29.1675,30.59,26.4119972826087,2.59245818376753,2944
11083MI0130001,32.2,35.28,37.61,41.15,44.13,37.894113451087,3.086097732374,2944
11103MI0030003,15.15,15.15,15.15,15.15,16.85,15.1869565217391,0.249270315915394,92
11103MI0040003,21.33,21.33,21.33,21.33,21.33,21.33,0,2
11103MI0050003,26.67,26.67,26.67,26.67,26.67,26.67,0,2
11103MI0060001,20.17,20.17,20.17,20.17,22.21,20.214347826087,0.299124379098472,92
11269WY0070001,265.13,512.67,599.71,934.62,1374.43,732.528260869565,296.470680516156,138
11269WY0070002,229.52,443.81,519.15,809.08,1189.81,634.132101449275,256.647494146653,138
11269WY0070003,198.91,384.62,449.91,701.17,1031.12,549.557971014493,222.4180937185,138
11269WY0070004,193.28,373.74,437.19,681.35,1001.97,534.01847826087,216.128226125891,138
11269WY0070005,168.45,325.73,381.025,593.81,873.24,465.413623188406,188.362137322121,138
11269WY0070011,267.23,516.73,604.455,942.02,1385.31,738.328333333333,298.818888823381,138
11269WY0070012,269.1,520.34,608.675,948.6,1394.99,743.484565217391,300.905377306796,138
11269WY0070013,271.38,524.75,613.835,956.64,1406.81,749.78615942029,303.456107386159,138
11269WY0070014,227.99,440.85,515.69,803.69,1181.88,629.907173913043,254.937337350115,138
11269WY0070015,228.14,441.15,516.045,804.24,1182.69,630.337246376812,255.111830359634,138
11269WY0070016,228.87,442.55,517.69,806.8,1186.45,632.342028985507,255.923081656033,138
11269WY0070018,211.82,409.58,479.115,746.67,1098.04,585.221666666667,236.852180211466,138
11269WY0070019,188.46,364.42,426.285,664.35,976.97,520.69884057971,210.738269448918,138
11269WY0070020,192.35,371.94,435.08,678.06,997.13,531.439782608696,215.08549199078,138
11269WY0070021,224.15,433.43,507.015,790.17,1162,619.308768115942,250.648077181577,138
11269WY0080001,267.63,497.3975,574.215,907.0875,1305.31,705.627717391304,283.431183074718,276
11269WY0080002,236.59,439.705,507.615,801.8825,1153.91,623.78652173913,250.557532291204,276
11269WY0080003,200.51,372.655,430.21,679.6,977.95,528.66597826087,212.349316254103,276
11269WY0080004,195.09,362.58,418.58,661.2325,951.51,514.374130434783,206.608835450351,276
11269WY0080010,233.98,434.8575,502.02,793.0425,1141.19,616.910869565217,247.795255158853,276
11269WY0080011,235.13,437,504.49,796.9425,1146.81,619.945,249.013985607234,276
11269WY0080012,187.55,348.5625,402.395,635.6675,914.72,494.486739130435,198.620685328183,276
11269WY0080013,273.38,508.09,586.56,926.585,1333.37,720.795760869565,289.523591695299,276
11269WY0080014,234.39,435.6225,502.9,794.425,1143.19,617.989673913043,248.228615089695,276
11269WY0080015,194.04,360.6325,416.33,657.675,946.4,511.609673913043,205.498958115215,276
11269WY0080016,270.08,501.9575,579.485,915.405,1317.28,712.1,286.030318562084,276
11269WY0080017,267.22,496.6375,573.34,905.6975,1303.31,704.54902173913,282.997657055742,276
11269WY0170001,263.03,508.61,594.96,927.22,1363.55,726.727028985507,294.123245961954,138
11269WY0170002,224.41,433.93,507.605,791.08,1163.34,620.024855072464,250.937514140998,138
11269WY0170003,264.9,512.22,599.18,933.8,1373.22,731.883768115942,296.21016621588,138
11269WY0170004,224.57,434.23,507.955,791.63,1164.15,620.455,251.111572542164,138
11269WY0170005,189.34,366.12,428.28,667.46,981.54,523.133695652174,211.723296409363,138
11269WY0170006,190.25,367.88,430.335,670.66,986.25,525.640652173913,212.737295390198,138
11269WY0170007,267.13,516.53,604.22,941.66,1384.78,738.042608695652,298.702404810976,138
11269WY0170008,225.29,435.64,509.595,794.19,1167.91,622.459855072464,251.923271727594,138
11269WY0170009,208.5,403.16,471.605,734.98,1080.84,576.055144927536,233.142132906324,138
11269WY0170010,185.51,358.7,419.605,653.93,961.66,512.535434782609,207.434040344407,138
11269WY0170011,260.98,504.65,590.33,920,1352.93,721.069710144928,291.833553228028,138
11269WY0170012,225.92,436.84,511.005,796.38,1171.13,624.178043478261,252.618789786267,138
11269WY0170013,195.77,378.55,442.82,690.12,1014.87,540.89347826087,218.911141139095,138
11269WY0170014,165.81,320.61,375.05,584.49,859.54,458.109130434783,185.405753599643,138
11269WY0170015,220.63,426.62,499.045,777.74,1143.72,609.569057971014,246.706168450772,138
11269WY0190001,265.84,494.0675,570.375,901.02,1296.58,700.908913043478,281.535361758108,276
11269WY0190002,269.08,500.1025,577.345,912.0275,1312.42,709.471086956522,284.974604504739,276
11269WY0190003,230.73,428.8225,495.055,782.035,1125.36,608.349456521739,244.356461470968,276
11269WY0190004,191,354.9775,409.805,647.3625,931.56,503.587934782609,202.27608226852,276
11269WY0190005,192.02,356.88,411.995,650.83,936.55,506.284456521739,203.359420577267,276
11269WY0190006,263.02,488.8475,564.34,891.4925,1282.86,693.493804347826,278.556505495452,276
11269WY0190007,230.32,428.0625,494.175,780.6525,1123.36,607.270543478261,243.922668065989,276
11269WY0190008,231.45,430.1575,496.59,784.4625,1128.85,610.237065217391,245.114560482332,276
11269WY0190009,184.61,343.095,396.09,625.6975,900.38,486.734891304348,195.506358089558,276
11269WY0190010,263.43,489.605,565.22,892.875,1284.86,694.571847826087,278.990180917847,276
11269WY0190011,232.88,432.82,499.665,789.3125,1135.83,614.012282608696,246.630683254146,276
11269WY0190012,197.36,366.81,423.46,668.945,962.61,520.374239130435,209.0183307589,276
11324MS0020003,35.18,37.59,37.59,37.59,45.11,37.6128260869565,1.59569875905331,276
11324MS0020004,29.26,31.26,31.26,31.26,43.17,31.4373913043478,2.08612605017847,276
11324MS0020005,27.84,29.74,29.74,29.74,35.69,29.7567391304348,1.25424669926163,276
11324MS0020006,20,21.37,21.37,21.37,34.06,21.5897826086957,2.0168282812886,276
11339KS0010001,21.75,21.98,22.07,22.88,25.55,22.6557142857143,1.22892537930298,322
11339KS0010004,27.3,45.94,46.13,47.83,53.41,46.9431677018634,3.76213458040405,322
11339KS0010006,19.7,19.91,19.99,20.73,25.55,20.5706211180124,1.16034326720405,322
11339KS0020001,21.91,22.15,22.24,23.06,25.75,22.83,1.240371263886,322
11339KS0020004,27.51,46.32,46.51,48.23,53.85,47.3309627329193,3.79405568907675,322
11339KS0020006,19.86,20.07,20.16,20.9,25.75,20.7379192546584,1.17001278835919,322
11474IA0010001,33.26,33.26,33.26,33.26,39.38,34.7234782608696,2.61456458872649,322
11474IA0010002,23.28,23.28,23.28,23.28,27.19,24.215,1.67041626501971,322
11474IA0020001,36.3,36.3,36.3,36.3,45.38,38.4713043478261,3.87912523948309,322
11474IA0020002,23.66,23.66,23.66,23.66,29.58,25.075652173913,2.5291213015132,322
11474IA0030001,30.44,30.635,30.83,31.0275,31.23,30.8325,0.29945165936474,28
11474IA0030002,23.84,23.9975,24.15,24.3025,24.46,24.15,0.234552371155814,28
11512NC0020069,284.01,574.41,679.06,1066.0775,1744.47,824.25816576087,333.726204907602,2944
11512NC0020078,195.01,394.4,466.27,732.0175,1197.81,565.964266304348,229.147963376529,2944
11512NC0020105,233.18,471.6,557.54,875.305,1432.29,676.751650815217,274.003666484999,2944
11512NC0040021,195.92,396.25,468.44,735.435,1203.39,568.605237771739,230.217182201606,2944
11512NC0040032,160.24,324.07,383.12,601.4775,984.21,465.03761548913,188.284799153138,2944
11512NC0060017,325.73,635.3725,745.815,1177.715,1806.48,909.441371237458,366.815852786842,598
11512NC0060018,279.2,544.6075,639.27,1009.475,1548.42,779.522926421405,314.414625938934,598
11512NC0060019,223.56,436.0875,511.89,808.315,1239.87,624.193628762542,251.763117692393,598
11512NC0060020,220.56,430.235,505.015,797.4625,1223.22,615.808494983278,248.381256941977,598
11512NC0060024,182.69,356.36,418.31,660.545,1013.22,510.081638795987,205.737764542108,598
11512NC0060026,177.91,347.0325,407.355,643.2425,986.67,496.720852842809,200.348621732868,598
11512NC0060027,109.14,212.89,249.885,394.5925,605.25,304.708829431438,122.901170453316,598
11512NC0060028,215.31,419.99,492.99,778.4725,1194.09,601.145,242.466959580802,598
11512NC0100021,294.93,555.39,657.085,1032.28,1606.62,796.456826086957,323.188227675797,230
11512NC0100022,252.79,476.05,563.215,884.8075,1377.09,682.670913043478,277.016379151805,230
11512NC0100023,202.42,381.1925,450.995,708.4975,1102.71,546.646086956522,221.819981497628,230
11512NC0100024,199.7,376.07,444.93,698.9825,1087.89,539.301434782609,218.839541045504,230
11512NC0100028,165.41,311.5,368.54,578.9625,901.11,446.703565217391,181.265531686603,230
11512NC0100030,161.08,303.345,358.89,563.8025,877.5,435.006,176.51783040335,230
11512NC0100031,98.81,186.0825,220.155,345.86,538.29,266.849956521739,108.28317277853,230
11512NC0100032,194.95,367.1225,434.345,682.335,1062,526.463434782609,213.630117849387,230
11512NC0100033,292.3,536.2725,617.285,971.8475,1380.96,758.416956521739,307.163293407917,46
11512NC0100034,250.55,459.665,529.105,833.0175,1183.68,650.072173913043,263.282486693691,46
11512NC0100035,200.62,368.0675,423.675,667.0275,947.82,520.538695652174,210.821314604558,46
11512NC0100036,197.93,363.13,417.99,658.0775,935.1,513.552826086957,207.992003143957,46
11512NC0100040,163.94,300.78,346.22,545.08,774.54,425.373695652174,172.279105412102,46
11512NC0100042,159.65,292.89,337.14,530.79,754.23,414.220217391304,167.761097483417,46
11512NC0100043,97.94,179.675,206.82,325.6175,462.69,254.107826086957,102.914999358436,46
11512NC0100044,193.21,354.475,408.025,642.3925,912.81,501.311739130435,203.034224485587,46
11512NC0110013,230.83,446.505,528.805,830.43,1329.99,640.889492753623,259.536035399017,1104
11512NC0110014,220.79,442.32,523.18,820.94,1304.91,635.753260869565,257.277308310768,1840
11512NC0110019,192.6,372.565,441.23,692.91,1109.73,534.756666666667,216.556372754389,1104
11512NC0110020,184.23,369.0625,436.53,684.9875,1088.79,530.470668478261,214.671446072167,1840
11512NC0110023,282.19,545.86,646.465,1015.21,1625.91,783.488759057971,317.283531250965,1104
11512NC0110024,269.92,540.7425,639.57,1003.5975,1595.25,777.211777173913,314.523143272636,1840
11512NC0120001,276.3,510.775,592.32,936.09,1345.32,726.651594202899,292.308761982508,138
11512NC0120002,214.18,395.935,459.14,725.6225,1042.83,563.271231884058,226.585620427693,138
11512NC0120003,264.9,515.8125,607.21,956.5725,1469.19,738.881847826087,298.582816374005,460
11512NC0120004,205.34,399.8375,470.675,741.485,1138.83,572.742434782609,231.445392794739,460
11512NC0130055,186.53,361.7075,430.38,671.58,1081.2,519.556673913043,210.966812261452,920
11512NC0130056,184.41,346.9275,400.93,634.92,922.2,492.38527173913,198.097902072158,184
11512NC0130057,223.04,432.5125,514.625,803.045,1292.85,621.257347826087,252.262765251315,920
11512NC0130058,220.51,414.845,479.425,759.2125,1102.74,588.777445652174,236.879456687454,184
11512NC0130059,271.66,526.7875,626.795,978.0825,1574.64,756.66927173913,307.246681083799,920
11512NC0130060,268.57,505.2625,583.92,924.6875,1343.1,717.108152173913,288.509775930549,184
11512NC0140001,328.84,614.4,711.71,1117.93,1625.52,872.973913043478,352.261738612093,92
11512NC0140002,281.86,526.625,610.03,958.2225,1393.29,748.26,301.937473838032,92
11512NC0140003,222.68,416.0325,481.92,757.0075,1100.7,591.129673913043,238.531653247512,92
11512NC0140004,217.37,406.1125,470.43,738.96,1074.45,577.034673913043,232.843766435832,92
11512NC0140005,184.44,344.6,399.175,627.03,911.7,489.629565217391,197.574637352783,92
11512NC0140006,179.6,335.5675,388.715,610.5775,887.82,476.795108695652,192.396333299315,92
11512NC0150001,275.29,536.9825,630.325,995.3525,1526.76,768.612190635451,310.013727208445,598
11512NC0150002,227,442.795,519.775,820.7625,1258.98,633.800183946488,255.638689372953,598
11512NC0170001,294.43,545.5275,627.98,994.935,1419.09,771.646847826087,310.911558177942,92
11512NC0170002,252.37,467.595,538.265,852.7925,1216.35,661.407717391304,266.493893689618,92
11512NC0170003,199.36,369.3925,425.22,673.685,960.9,522.499130434783,210.525481899237,92
11512NC0170004,194.61,360.6025,415.095,657.64,938.04,510.059891304348,205.513832589688,92
11512NC0170005,160.81,297.9575,342.99,543.4025,775.08,421.452826086957,169.811428059532,92
11512NC0170006,165.13,305.9675,352.215,558.0175,795.93,432.788369565217,174.379462284247,92
11738IA0010001,22.08,22.08,22.08,22.08,27.31,22.1936956521739,0.763880693523157,322
11738IA0020001,33.36,35.18,35.18,35.18,35.18,35.1404347826087,0.265824639046301,322
11738IA0030001,34.39,34.39,34.39,34.39,45.91,34.6404347826087,1.6825823306667,322
11738IA0040001,42.79,42.79,42.79,42.79,45.91,42.8578260869565,0.455699381222229,322
11782SD0030001,27.38,27.38,27.38,27.38,27.38,27.38,0,4
11782SD0030002,45.29,45.29,45.29,45.29,45.29,45.29,0,4
11782SD0040001,22.45,22.45,22.45,22.45,22.45,22.45,0,4
11782SD0040002,43.26,43.26,43.26,43.26,43.26,43.26,0,4
12028VA0120001,106.71,194.77,225.35,358.78,503.97,276.865217391304,111.298064746768,138
12028VA0120007,88.77,162.01,187.455,298.45,419.23,230.307826086957,92.5833677716486,138
12028VA0120015,134.39,245.28,283.8,451.84,634.69,348.675,140.165616415662,138
12028VA0120019,105.73,192.99,223.295,355.5,499.37,274.335,110.281509897092,138
12028VA0120022,189.53,345.92,400.245,637.23,895.1,491.737173913043,197.675704605359,138
12028VA0120027,144.35,263.47,304.85,485.35,681.76,374.534565217391,150.56104657633,138
12028VA0120028,102.89,187.79,217.28,345.93,485.92,266.947173913043,107.310469975709,138
12028VA0120029,197.04,359.63,416.105,662.48,930.57,511.221304347826,205.508559591662,138
12069KS0010001,,,,,,,,0
12069KS0010002,,,,,,,,0
12069KS0010003,,,,,,,,0
12069KS0010004,,,,,,,,0
12069KS0010005,,,,,,,,0
12069KS0010006,,,,,,,,0
12069KS0020001,,,,,,,,0
12069KS0020002,,,,,,,,0
12069KS0020003,,,,,,,,0
12069KS0020004,,,,,,,,0
12069KS0020005,,,,,,,,0
12069KS0020006,,,,,,,,0
12303AZ0010001,34.15,34.15,34.15,34.15,34.15,34.15,0,7
12303AZ0010003,32.12,32.12,32.12,32.12,34.15,32.1641304347826,0.296496712782412,322
12303AZ0010004,23.05,23.91,23.91,23.91,23.91,23.8913043478261,0.125609444824076,322
12303AZ0020003,24.46,24.5,24.5,24.5,24.5,24.4991304347826,0.00584229975925925,322
12303AZ0020004,16.51,18.23,18.23,18.23,18.23,18.1926086956522,0.251218889648152,322
12350TX0010001,39.95,39.95,39.95,39.95,39.95,39.95,0,26
12350TX0010002,47.3,47.3,47.3,47.3,47.3,47.3,0,26
12350TX0010003,30.77,30.77,30.77,30.77,30.77,30.77,0,26
12350TX0010004,37.33,37.33,37.33,37.33,37.33,37.33,0,26
12350TX0010005,33.35,33.35,33.35,33.35,33.35,33.35,0,26
12350TX0010006,33.35,33.35,33.35,33.35,33.35,33.35,0,26
12350TX0010007,27.98,27.98,27.98,27.98,27.98,27.98,0,26
12350TX0010008,27.98,27.98,27.98,27.98,27.98,27.98,0,26
12438FL0010001,32.38,35.75,37.56,39.36,49.3,38.6905970149254,3.57413005285868,268
12438FL0010002,32.55,35.93,37.75,39.6,49.55,38.8849253731343,3.59648241511066,268
12465NC0010001,44.96,46.525,47.285,59.44,62.96,51.22890625,6.37240781215427,64
12465NC0010002,45.15,46.7225,47.465,59.645,63.14,51.418125,6.38303129336395,64
12513OK0010001,18.65,18.65,18.65,18.65,24.13,18.7691304347826,0.800894222082341,230
12513OK0020001,28.63,30.27,30.27,30.27,30.27,30.234347826087,0.239683672302014,230
12513OK0030001,27.5,27.5,27.5,27.5,32.01,27.5980434782609,0.659130098830538,230
12513OK0040001,32.01,32.26,32.26,32.26,32.26,32.2545652173913,0.0365371451679899,230
12530OK0040001,33.55,33.55,34.14,37.78,38.23,35.45,2.35018084410541,5
12530OK0040002,33.55,33.55,34.14,37.78,38.23,35.45,2.35018084410541,5
12538AL0010007,25.72,29.76,29.76,29.76,35.83,29.6016220735786,1.22357709833048,598
12538AL0010008,24.86,26.56,26.56,26.56,31.98,26.479347826087,0.968123299500363,598
12538AL0010009,19.92,26.56,26.56,26.56,31.98,26.3532274247492,1.35806954272037,598
12538AL0010010,23.39,24.99,24.99,24.99,30.09,24.947508361204,0.912839173061924,598
12538AL0010011,19.92,24.99,24.99,24.99,30.09,24.8213879598662,1.16332535261452,598
12538AL0010012,16.24,17.35,17.35,17.35,20.89,17.3645652173913,0.735286082448699,598
12538AL0020003,32.15,36.06,36.06,36.06,43.42,35.8899163879599,1.41970158459875,598
12538AL0020004,28.06,29.98,29.98,29.98,36.1,29.9566555183946,1.13492575413474,598
12538AL0020005,24.88,28.53,28.53,28.53,34.36,28.3845819397993,1.15704429473326,598
12538AL0020006,19.19,20.51,20.51,20.51,24.97,20.5561036789298,0.985325343621974,598
12553NV0010004,25.17,43.35,47.2,48.57,48.57,46.4947282608696,3.57845357387785,184
12553NV0010006,19.36,20.9875,21.69,21.69,23.24,20.9851086956522,0.982612770613713,184
12553NV0020004,26.78,45.41,49.44,50.87,50.87,48.7091847826087,3.69402854249567,184
12553NV0020006,20.28,22.0525,22.71,22.71,24.64,21.9830434782609,1.03598187541421,184
12846TX0200002,23.08,99.99,99.99,99.99,99.99,98.3870568561873,10.7694416913418,1196
12846TX0210002,17.97,99.99,99.99,99.99,99.99,98.263102006689,11.596730999183,1196
12846TX0230002,21.32,21.39,23.71,25.37,34.41,24.6077508361204,3.53148028627407,1196
12846TX0250002,13.89,13.93,15.44,16.52,27.23,16.1034866220736,2.40166656933911,1196
12858MI0010001,25.79,25.79,25.79,25.79,29.39,25.8682608695652,0.525346887553975,736
12858MI0020001,35.25,40.44,40.44,40.44,40.44,40.3271739130435,0.757375096223645,736
12858MI0030001,34.32,34.32,34.32,34.32,40.87,34.4623913043478,0.955839475966257,736
12858MI0040001,40.87,42.39,42.39,42.39,42.39,42.3569565217391,0.221813130300565,736
13380SD0030001,26.99,26.99,26.99,26.99,26.99,26.99,0,4
13380SD0030002,44.67,44.67,44.67,44.67,44.67,44.67,0,4
13380SD0040001,22.14,22.14,22.14,22.14,22.14,22.14,0,4
13380SD0040002,42.66,42.66,42.66,42.66,42.66,42.66,0,4
13576AZ0010001,40.59,44.57,45.52,47.01,53.18,46.08,3.28855253535317,28
13576AZ0010002,40.75,44.75,45.71,47.1975,53.38,46.2625,3.28838542505341,28
13711OK0010001,29.99,29.99,29.99,29.99,35.43,31.2908695652174,2.32550677773802,230
13711OK0010002,21.11,21.11,21.11,21.11,24.59,21.9421739130435,1.48764036517065,230
13711OK0020001,23.25,25.65,32.99,36.72,40.15,31.3945652173913,6.61450889908521,230
13711OK0020002,18.13,20.01,25.72,28.82,31.31,24.5023913043478,5.17320700106874,230
13711OK0030001,31.08,31.275,31.48,31.6875,31.89,31.4825,0.310887947321015,20
13711OK0030002,24.33,24.4875,24.65,24.8125,24.97,24.65,0.245485555368818,20
13711OK0040001,23.25,25.65,32.99,36.72,40.15,31.3945652173913,6.61450889908521,230
13711OK0040002,18.13,20.01,25.72,28.82,31.31,24.5023913043478,5.17320700106874,230
13711OK0050001,36.72,36.72,36.72,36.72,36.72,36.72,0,230
13711OK0050002,28.82,28.82,28.82,28.82,28.82,28.82,0,230
13711OK0060001,36.72,36.72,36.72,36.72,36.72,36.72,0,230
13711OK0060002,28.82,28.82,28.82,28.82,28.82,28.82,0,230
13756VA0300001,,,,,,,,0
13756VA0300002,,,,,,,,0
13756VA0300003,,,,,,,,0
13756VA0310001,,,,,,,,0
13756VA0310002,,,,,,,,0
13756VA0310003,,,,,,,,0
13756VA0320001,22.46,23.87,28.08,32.99,39.95,28.3552898550725,4.4934787096432,552
13756VA0330001,13.11,13.93,16.39,19.26,32.79,16.7814673913043,3.12060365495982,552
13756VA0340001,10.32,11.53,12.44,12.75,26.62,12.421902173913,1.87213529627139,552
14002TN0190065,140.98,265.21,306.45,485.315,704.82,376.366630434783,151.418664698858,184
14002TN0190066,132.2,248.69,287.365,455.09,660.93,352.925706521739,141.98845052139,184
14002TN0190067,138.14,259.865,300.275,475.5425,690.63,368.788043478261,148.369657413367,184
14002TN0190068,148.2,278.78,322.125,510.14,740.88,395.623152173913,159.166064705841,184
14002TN0190069,146.93,276.3875,319.36,505.7675,734.52,392.22875,157.800264092331,184
14002TN0190070,136.76,257.2625,297.27,470.775,683.7,365.089130434783,146.881214083374,184
14002TN0190071,131.29,246.97,285.37,451.94,656.34,350.483152173913,141.005112568082,184
14002TN0190072,150.56,283.2275,327.26,518.275,752.7,401.928913043478,161.702851142658,184
14002TN0190073,146.16,301.275,365.7,567.3175,903.6,439.674673913043,180.158215691272,1472
14002TN0190074,165.31,310.975,359.32,569.045,826.44,441.306141304348,177.544870504349,184
14002TN0190075,155.02,291.61,336.94,533.605,774.96,413.820108695652,166.486923702501,184
14002TN0190076,161.98,304.7125,352.09,557.5925,809.79,432.421576086957,173.9702020249,184
14002TN0190077,173.77,326.88,377.705,598.155,868.71,463.882065217391,186.627412698604,184
14002TN0190078,172.28,324.0775,374.465,593.0275,861.27,459.903532608696,185.026858980752,184
14002TN0190079,160.36,301.6525,348.56,552.01,801.66,428.084239130435,172.225704352907,184
14002TN0190080,153.94,289.5875,334.61,529.9175,769.59,410.957826086957,165.335042185507,184
14002TN0190081,176.54,332.095,383.73,607.6975,882.57,471.280108695652,189.604014788801,184
14002TN0190082,171.38,353.26,428.795,665.1875,1059.51,515.535692934783,211.242327029133,1472
14002TN0190083,210.15,395.33,456.795,723.415,1050.63,561.019836956522,225.708193363332,184
14002TN0190084,197.07,370.71,428.34,678.3575,985.17,526.074456521739,211.648669167464,184
14002TN0190085,205.92,387.3625,447.595,708.8475,1029.45,549.717445652174,221.161134970203,184
14002TN0190086,220.9,415.5525,480.165,760.4375,1104.36,589.720869565217,237.254558489041,184
14002TN0190087,219.01,411.99,476.05,753.915,1094.88,584.662934782609,235.219213596364,184
14002TN0190088,203.85,383.4775,443.11,701.74,1019.13,544.206195652174,218.943376684911,184
